"","season","SPECID1","SPECID2","L1_norm","valid","Household"
"110","2010-2011","M54659","M54791",422.650394234478,FALSE,FALSE
"111","2010-2011","M53302","M54791",422.811538419647,FALSE,FALSE
"112","2010-2011","M54375","M54791",427.778930541651,FALSE,FALSE
"113","2010-2011","M54374","M54791",428.171766370563,FALSE,FALSE
"114","2010-2011","M54053","M54791",440.171766370563,FALSE,FALSE
"115","2010-2011","M54580","M54791",438.267469265044,FALSE,FALSE
"116","2010-2011","M54310","M54791",426.171766370563,FALSE,FALSE
"117","2010-2011","M54181","M54791",422.399061448063,FALSE,FALSE
"118","2010-2011","M54724","M54791",426.911799637206,FALSE,FALSE
"119","2010-2011","M54726","M54791",428.73076255362,FALSE,FALSE
"120","2010-2011","M53671","M54791",425.690588419581,FALSE,FALSE
"121","2010-2011","M53672","M54791",424.261114897447,FALSE,FALSE
"122","2010-2011","M53769","M54375",338.870296344579,FALSE,FALSE
"123","2010-2011","M53302","M54375",99.0326078779956,FALSE,FALSE
"124","2010-2011","M54053","M54375",110.392835828912,FALSE,FALSE
"125","2010-2011","M54310","M54375",88.392835828912,FALSE,FALSE
"126","2010-2011","M54181","M54375",34.6201309064113,FALSE,FALSE
"127","2010-2011","M53671","M54375",85.9116578779296,FALSE,FALSE
"128","2010-2011","M53672","M54375",84.4821843557957,FALSE,FALSE
"129","2010-2011","M53769","M54374",338.477460515667,FALSE,FALSE
"130","2010-2011","M54369","M54374",84.124919829821,FALSE,FALSE
"131","2010-2011","M53302","M54374",98.6397720490836,FALSE,FALSE
"132","2010-2011","M54375","M54374",0.392835828912,TRUE,TRUE
"133","2010-2011","M54053","M54374",110,FALSE,FALSE
"134","2010-2011","M54310","M54374",88,FALSE,FALSE
"135","2010-2011","M54181","M54374",34.2272950774993,FALSE,FALSE
"136","2010-2011","M53671","M54374",85.5188220490176,FALSE,FALSE
"137","2010-2011","M53672","M54374",84.0893485268837,FALSE,FALSE
"138","2010-2011","M53769","M54053",348.477460515667,FALSE,FALSE
"139","2010-2011","M53302","M54053",96.6397720490836,FALSE,FALSE
"140","2010-2011","M53671","M54053",79.5188220490176,FALSE,FALSE
"141","2010-2011","M53672","M54053",78.0893485268837,FALSE,FALSE
"142","2010-2011","M54585","M54580",2.0304700936309,FALSE,FALSE
"143","2010-2011","M54586","M54580",1.2995032095499,FALSE,FALSE
"144","2010-2011","M53769","M54580",346.573163410147,FALSE,FALSE
"145","2010-2011","M54369","M54580",92.2206227243014,FALSE,FALSE
"146","2010-2011","M53302","M54580",98.735474943564,FALSE,FALSE
"147","2010-2011","M54375","M54580",104.488538723392,FALSE,FALSE
"148","2010-2011","M54374","M54580",104.09570289448,FALSE,FALSE
"149","2010-2011","M54053","M54580",106.09570289448,FALSE,FALSE
"150","2010-2011","M54310","M54580",96.0957028944804,FALSE,FALSE
"151","2010-2011","M54181","M54580",90.3229979719797,FALSE,FALSE
"152","2010-2011","M53671","M54580",93.614524943498,FALSE,FALSE
"153","2010-2011","M53672","M54580",92.1850514213641,FALSE,FALSE
"154","2010-2011","M53769","M54310",330.477460515667,FALSE,FALSE
"155","2010-2011","M53302","M54310",86.6397720490836,FALSE,FALSE
"156","2010-2011","M54053","M54310",82,FALSE,FALSE
"157","2010-2011","M54181","M54310",74.2272950774993,FALSE,FALSE
"158","2010-2011","M53671","M54310",13.5188220490176,FALSE,FALSE
"159","2010-2011","M53672","M54310",12.0893485268837,FALSE,FALSE
"160","2010-2011","M53769","M54181",324.704755593166,FALSE,FALSE
"161","2010-2011","M53302","M54181",84.8670671265829,FALSE,FALSE
"162","2010-2011","M54053","M54181",96.2272950774993,FALSE,FALSE
"163","2010-2011","M53671","M54181",71.7461171265169,FALSE,FALSE
"164","2010-2011","M53672","M54181",70.316643604383,FALSE,FALSE
"165","2010-2011","M54585","M54724",100.674800465793,FALSE,FALSE
"166","2010-2011","M54586","M54724",99.9438335817119,FALSE,FALSE
"167","2010-2011","M53769","M54724",333.217493782309,FALSE,FALSE
"168","2010-2011","M54369","M54724",42.8649530964634,FALSE,FALSE
"169","2010-2011","M54659","M54724",7.0035030918067,FALSE,FALSE
"170","2010-2011","M53302","M54724",89.379805315726,FALSE,FALSE
"171","2010-2011","M54375","M54724",91.1328690955544,FALSE,FALSE
"172","2010-2011","M54374","M54724",90.7400332666424,FALSE,FALSE
"173","2010-2011","M54053","M54724",84.7400332666424,FALSE,FALSE
"174","2010-2011","M54580","M54724",98.8357361611228,FALSE,FALSE
"175","2010-2011","M54310","M54724",46.7400332666424,FALSE,FALSE
"176","2010-2011","M54181","M54724",76.9673283441417,FALSE,FALSE
"177","2010-2011","M53671","M54724",44.25885531566,FALSE,FALSE
"178","2010-2011","M53672","M54724",42.8293817935261,FALSE,FALSE
"179","2010-2011","M54585","M54726",102.493763382208,FALSE,FALSE
"180","2010-2011","M54586","M54726",101.762796498127,FALSE,FALSE
"181","2010-2011","M53769","M54726",335.036456698724,FALSE,FALSE
"182","2010-2011","M54369","M54726",44.683916012878,FALSE,FALSE
"183","2010-2011","M54659","M54726",8.8224660082213,FALSE,FALSE
"184","2010-2011","M53302","M54726",91.1987682321406,FALSE,FALSE
"185","2010-2011","M54375","M54726",91.833839645855,FALSE,FALSE
"186","2010-2011","M54374","M54726",91.441003816943,FALSE,FALSE
"187","2010-2011","M54053","M54726",86.558996183057,FALSE,FALSE
"188","2010-2011","M54580","M54726",100.654699077537,FALSE,FALSE
"189","2010-2011","M54310","M54726",48.558996183057,FALSE,FALSE
"190","2010-2011","M54181","M54726",77.6682988944423,FALSE,FALSE
"191","2010-2011","M53671","M54726",46.0778182320746,FALSE,FALSE
"192","2010-2011","M53672","M54726",44.6483447099407,FALSE,FALSE
"193","2010-2011","M53302","M53671",84.1585940981012,FALSE,FALSE
"194","2010-2011","M53302","M53672",82.7291205759673,FALSE,FALSE
"195","2011-2012","MH0495","MH0728",26.535339702675,FALSE,FALSE
"196","2011-2012","MH0728","MH0922",220.587492669566,FALSE,FALSE
"197","2011-2012","MH0495","MH0922",226.467457476579,FALSE,FALSE
"198","2011-2012","MH0778","MH0922",217.169983967117,FALSE,FALSE
"199","2011-2012","MH0728","MH1782",434.327687447831,FALSE,FALSE
"200","2011-2012","MH0922","MH1782",469.975949000076,FALSE,FALSE
"201","2011-2012","MH0495","MH1782",440.207652254844,FALSE,FALSE
"202","2011-2012","MH1346","MH1782",431.220336968051,FALSE,FALSE
"203","2011-2012","MH0778","MH1782",430.910178745382,FALSE,FALSE
"204","2011-2012","MH1205","MH1782",427.953853955375,FALSE,FALSE
"205","2011-2012","MH0728","MH1346",93.5480244158821,FALSE,FALSE
"206","2011-2012","MH0922","MH1346",213.480142189786,FALSE,FALSE
"207","2011-2012","MH0495","MH1346",99.4279892228951,FALSE,FALSE
"208","2011-2012","MH0778","MH1346",90.1305157134331,FALSE,FALSE
"209","2011-2012","MH1205","MH1346",7.1741909234265,TRUE,TRUE
"210","2011-2012","MH0728","MH0778",13.237866193213,FALSE,FALSE
"211","2011-2012","MH0495","MH0778",23.117831000226,FALSE,FALSE
"212","2011-2012","MH0728","MH1205",90.2815414032064,FALSE,FALSE
"213","2011-2012","MH0922","MH1205",218.21365917711,FALSE,FALSE
"214","2011-2012","MH0495","MH1205",96.1615062102194,FALSE,FALSE
"215","2011-2012","MH0778","MH1205",86.8640327007574,FALSE,FALSE
"216","2012-2013","MH2527","MH2616",512.367560533162,FALSE,FALSE
"217","2012-2013","MH2516","MH2616",514.466024285038,FALSE,FALSE
"218","2012-2013","MH2466","MH2616",100.382019016397,FALSE,FALSE
"219","2012-2013","MH2362","MH2616",98.9683671834265,FALSE,FALSE
"220","2012-2013","MH2364","MH2616",98.1436502911875,FALSE,FALSE
"221","2012-2013","MH2447","MH2616",57.9079034874086,FALSE,FALSE
"222","2012-2013","MH2448","MH2616",116.112380983341,FALSE,FALSE
"223","2012-2013","MH2365","MH2616",114.065831286882,FALSE,FALSE
"224","2012-2013","MH2436","MH2616",97.4650775472229,FALSE,FALSE
"225","2012-2013","MH2382","MH2616",96.4955163331199,FALSE,FALSE
"226","2012-2013","MH2530","MH2616",34,FALSE,FALSE
"227","2012-2013","MH2497","MH2616",98.3661499308142,FALSE,FALSE
"228","2012-2013","MH2516","MH2527",6.8335848181993,FALSE,FALSE
"229","2012-2013","MH2466","MH2527",514.749579549558,FALSE,FALSE
"230","2012-2013","MH2362","MH2527",513.335927716588,FALSE,FALSE
"231","2012-2013","MH2364","MH2527",512.511210824349,FALSE,FALSE
"232","2012-2013","MH2447","MH2527",502.459657045753,FALSE,FALSE
"233","2012-2013","MH2448","MH2527",504.479941516502,FALSE,FALSE
"234","2012-2013","MH2365","MH2527",528.652951224929,FALSE,FALSE
"235","2012-2013","MH2436","MH2527",511.562172938496,FALSE,FALSE
"236","2012-2013","MH2382","MH2527",510.863076866281,FALSE,FALSE
"237","2012-2013","MH2530","MH2527",512.367560533162,FALSE,FALSE
"238","2012-2013","MH2497","MH2527",512.733710463976,FALSE,FALSE
"239","2012-2013","MH2616","MH3270",39.511264412176,FALSE,FALSE
"240","2012-2013","MH2527","MH3270",515.878824945338,FALSE,FALSE
"241","2012-2013","MH3061","MH3270",1.511264412176,TRUE,TRUE
"242","2012-2013","MH2516","MH3270",517.977288697214,FALSE,FALSE
"243","2012-2013","MH2466","MH3270",107.893283428573,FALSE,FALSE
"244","2012-2013","MH2706","MH3270",146.996624988649,FALSE,FALSE
"245","2012-2013","MH2362","MH3270",106.479631595602,FALSE,FALSE
"246","2012-2013","MH2364","MH3270",105.654914703364,FALSE,FALSE
"247","2012-2013","MH2447","MH3270",61.4191678995846,FALSE,FALSE
"248","2012-2013","MH2448","MH3270",119.623645395517,FALSE,FALSE
"249","2012-2013","MH2863","MH3270",111.562245477926,FALSE,FALSE
"250","2012-2013","MH2365","MH3270",121.577095699058,FALSE,FALSE
"251","2012-2013","MH3208","MH3270",37.5649931655634,FALSE,FALSE
"252","2012-2013","MH2810","MH3270",111.228889882636,FALSE,FALSE
"253","2012-2013","MH2436","MH3270",104.976341959399,FALSE,FALSE
"254","2012-2013","MH2737","MH3270",147.925475497434,FALSE,FALSE
"255","2012-2013","MH2382","MH3270",104.006780745296,FALSE,FALSE
"256","2012-2013","MH2530","MH3270",37.511264412176,FALSE,FALSE
"257","2012-2013","MH2942","MH3270",529.55599870014,FALSE,FALSE
"258","2012-2013","MH2497","MH3270",105.87741434299,FALSE,FALSE
"259","2012-2013","MH2616","MH3061",38,FALSE,FALSE
"260","2012-2013","MH2527","MH3061",514.367560533162,FALSE,FALSE
"261","2012-2013","MH2516","MH3061",516.466024285038,FALSE,FALSE
"262","2012-2013","MH2466","MH3061",106.382019016397,FALSE,FALSE
"263","2012-2013","MH2706","MH3061",145.485360576473,FALSE,FALSE
"264","2012-2013","MH2362","MH3061",104.968367183426,FALSE,FALSE
"265","2012-2013","MH2364","MH3061",104.143650291187,FALSE,FALSE
"266","2012-2013","MH2447","MH3061",59.9079034874086,FALSE,FALSE
"267","2012-2013","MH2448","MH3061",118.112380983341,FALSE,FALSE
"268","2012-2013","MH2863","MH3061",110.05098106575,FALSE,FALSE
"269","2012-2013","MH2365","MH3061",120.065831286882,FALSE,FALSE
"270","2012-2013","MH2810","MH3061",109.71762547046,FALSE,FALSE
"271","2012-2013","MH2436","MH3061",103.465077547223,FALSE,FALSE
"272","2012-2013","MH2737","MH3061",146.414211085258,FALSE,FALSE
"273","2012-2013","MH2382","MH3061",102.49551633312,FALSE,FALSE
"274","2012-2013","MH2530","MH3061",36,FALSE,FALSE
"275","2012-2013","MH2942","MH3061",528.044734287963,FALSE,FALSE
"276","2012-2013","MH2497","MH3061",104.366149930814,FALSE,FALSE
"277","2012-2013","MH2466","MH2516",516.848043301435,FALSE,FALSE
"278","2012-2013","MH2362","MH2516",515.434391468464,FALSE,FALSE
"279","2012-2013","MH2364","MH2516",514.609674576225,FALSE,FALSE
"280","2012-2013","MH2447","MH2516",504.558120797629,FALSE,FALSE
"281","2012-2013","MH2448","MH2516",506.578405268379,FALSE,FALSE
"282","2012-2013","MH2365","MH2516",530.751414976805,FALSE,FALSE
"283","2012-2013","MH2436","MH2516",513.660636690372,FALSE,FALSE
"284","2012-2013","MH2382","MH2516",512.961540618158,FALSE,FALSE
"285","2012-2013","MH2497","MH2516",514.832174215852,FALSE,FALSE
"286","2012-2013","MH2362","MH2466",7.3503861998234,FALSE,FALSE
"287","2012-2013","MH2364","MH2466",6.5256693075844,FALSE,FALSE
"288","2012-2013","MH2447","MH2466",90.4741155289883,FALSE,FALSE
"289","2012-2013","MH2448","MH2466",116.494399999738,FALSE,FALSE
"290","2012-2013","MH2365","MH2466",50.6674097081641,FALSE,FALSE
"291","2012-2013","MH2436","MH2466",5.8470965636198,FALSE,FALSE
"292","2012-2013","MH2382","MH2466",4.8775353495168,FALSE,FALSE
"293","2012-2013","MH2616","MH2706",143.485360576473,FALSE,FALSE
"294","2012-2013","MH2527","MH2706",528.86987963906,FALSE,FALSE
"295","2012-2013","MH2516","MH2706",530.968343390936,FALSE,FALSE
"296","2012-2013","MH2466","MH2706",143.867379592869,FALSE,FALSE
"297","2012-2013","MH2362","MH2706",142.453727759899,FALSE,FALSE
"298","2012-2013","MH2364","MH2706",141.62901086766,FALSE,FALSE
"299","2012-2013","MH2447","MH2706",129.577457089064,FALSE,FALSE
"300","2012-2013","MH2448","MH2706",131.597741559813,FALSE,FALSE
"301","2012-2013","MH2365","MH2706",157.77075126824,FALSE,FALSE
"302","2012-2013","MH2436","MH2706",140.950438123695,FALSE,FALSE
"303","2012-2013","MH2382","MH2706",139.980876909593,FALSE,FALSE
"304","2012-2013","MH2530","MH2706",141.485360576473,FALSE,FALSE
"305","2012-2013","MH2497","MH2706",141.851510507287,FALSE,FALSE
"306","2012-2013","MH2365","MH2362",49.2537578751937,FALSE,FALSE
"307","2012-2013","MH2365","MH2364",48.4290409829547,FALSE,FALSE
"308","2012-2013","MH2362","MH2447",89.0604636960179,FALSE,FALSE
"309","2012-2013","MH2364","MH2447",88.2357468037789,FALSE,FALSE
"310","2012-2013","MH2365","MH2447",104.377487204359,FALSE,FALSE
"311","2012-2013","MH2436","MH2447",87.5571740598143,FALSE,FALSE
"312","2012-2013","MH2382","MH2447",86.5876128457113,FALSE,FALSE
"313","2012-2013","MH2362","MH2448",114.968322326609,FALSE,FALSE
"314","2012-2013","MH2364","MH2448",114.256031274528,FALSE,FALSE
"315","2012-2013","MH2365","MH2448",130.397771675108,FALSE,FALSE
"316","2012-2013","MH2436","MH2448",113.577458530564,FALSE,FALSE
"317","2012-2013","MH2382","MH2448",112.607897316461,FALSE,FALSE
"318","2012-2013","MH2616","MH2863",104.05098106575,FALSE,FALSE
"319","2012-2013","MH2527","MH2863",518.418541598911,FALSE,FALSE
"320","2012-2013","MH2516","MH2863",520.517005350788,FALSE,FALSE
"321","2012-2013","MH2466","MH2863",44.4330000821467,FALSE,FALSE
"322","2012-2013","MH2706","MH2863",147.536341642222,FALSE,FALSE
"323","2012-2013","MH2362","MH2863",43.0193482491763,FALSE,FALSE
"324","2012-2013","MH2364","MH2863",42.1946313569373,FALSE,FALSE
"325","2012-2013","MH2447","MH2863",94.1430775783412,FALSE,FALSE
"326","2012-2013","MH2448","MH2863",120.163362049091,FALSE,FALSE
"327","2012-2013","MH2365","MH2863",54.336371757517,FALSE,FALSE
"328","2012-2013","MH2810","MH2863",23.7686065362098,FALSE,FALSE
"329","2012-2013","MH2436","MH2863",41.5160586129727,FALSE,FALSE
"330","2012-2013","MH2737","MH2863",148.465192151008,FALSE,FALSE
"331","2012-2013","MH2382","MH2863",40.5464973988697,FALSE,FALSE
"332","2012-2013","MH2530","MH2863",106.05098106575,FALSE,FALSE
"333","2012-2013","MH2497","MH2863",42.417130996564,FALSE,FALSE
"334","2012-2013","MH2616","MH3208",34.0537287533874,FALSE,FALSE
"335","2012-2013","MH2527","MH3208",508.421289286549,FALSE,FALSE
"336","2012-2013","MH3061","MH3208",36.0537287533874,FALSE,FALSE
"337","2012-2013","MH2516","MH3208",510.519753038425,FALSE,FALSE
"338","2012-2013","MH2466","MH3208",102.435747769784,FALSE,FALSE
"339","2012-2013","MH2706","MH3208",141.53908932986,FALSE,FALSE
"340","2012-2013","MH2362","MH3208",101.022095936814,FALSE,FALSE
"341","2012-2013","MH2364","MH3208",100.197379044575,FALSE,FALSE
"342","2012-2013","MH2447","MH3208",55.961632240796,FALSE,FALSE
"343","2012-2013","MH2448","MH3208",114.166109736728,FALSE,FALSE
"344","2012-2013","MH2863","MH3208",106.104709819137,FALSE,FALSE
"345","2012-2013","MH2365","MH3208",116.11956004027,FALSE,FALSE
"346","2012-2013","MH2810","MH3208",105.771354223847,FALSE,FALSE
"347","2012-2013","MH2436","MH3208",99.5188063006103,FALSE,FALSE
"348","2012-2013","MH2737","MH3208",142.467939838645,FALSE,FALSE
"349","2012-2013","MH2382","MH3208",98.5492450865073,FALSE,FALSE
"350","2012-2013","MH2530","MH3208",32.0537287533874,FALSE,FALSE
"351","2012-2013","MH2942","MH3208",518.098463041351,FALSE,FALSE
"352","2012-2013","MH2497","MH3208",100.419878684202,FALSE,FALSE
"353","2012-2013","MH2616","MH2810",103.71762547046,FALSE,FALSE
"354","2012-2013","MH2527","MH2810",514.085186003622,FALSE,FALSE
"355","2012-2013","MH2516","MH2810",516.183649755498,FALSE,FALSE
"356","2012-2013","MH2466","MH2810",44.0996444868569,FALSE,FALSE
"357","2012-2013","MH2706","MH2810",147.202986046933,FALSE,FALSE
"358","2012-2013","MH2362","MH2810",42.6859926538865,FALSE,FALSE
"359","2012-2013","MH2364","MH2810",41.8612757616475,FALSE,FALSE
"360","2012-2013","MH2447","MH2810",93.8097219830514,FALSE,FALSE
"361","2012-2013","MH2448","MH2810",119.830006453801,FALSE,FALSE
"362","2012-2013","MH2365","MH2810",54.0030161622272,FALSE,FALSE
"363","2012-2013","MH2436","MH2810",41.1827030176829,FALSE,FALSE
"364","2012-2013","MH2737","MH2810",148.131836555718,FALSE,FALSE
"365","2012-2013","MH2382","MH2810",40.2131418035799,FALSE,FALSE
"366","2012-2013","MH2530","MH2810",105.71762547046,FALSE,FALSE
"367","2012-2013","MH2497","MH2810",42.0837754012742,FALSE,FALSE
"368","2012-2013","MH2362","MH2436",4.4334447306494,FALSE,FALSE
"369","2012-2013","MH2364","MH2436",3.6087278384104,FALSE,FALSE
"370","2012-2013","MH2365","MH2436",47.7504682389901,FALSE,FALSE
"371","2012-2013","MH2382","MH2436",1.9605938803428,FALSE,FALSE
"372","2012-2013","MH2616","MH2737",144.414211085258,FALSE,FALSE
"373","2012-2013","MH2527","MH2737",530.781771618419,FALSE,FALSE
"374","2012-2013","MH2516","MH2737",532.880235370296,FALSE,FALSE
"375","2012-2013","MH2466","MH2737",144.796230101655,FALSE,FALSE
"376","2012-2013","MH2362","MH2737",143.382578268684,FALSE,FALSE
"377","2012-2013","MH2364","MH2737",142.557861376445,FALSE,FALSE
"378","2012-2013","MH2447","MH2737",130.506307597849,FALSE,FALSE
"379","2012-2013","MH2448","MH2737",132.526592068599,FALSE,FALSE
"380","2012-2013","MH2365","MH2737",158.699601777025,FALSE,FALSE
"381","2012-2013","MH2436","MH2737",141.879288632481,FALSE,FALSE
"382","2012-2013","MH2382","MH2737",140.909727418378,FALSE,FALSE
"383","2012-2013","MH2530","MH2737",142.414211085258,FALSE,FALSE
"384","2012-2013","MH2497","MH2737",142.780361016072,FALSE,FALSE
"385","2012-2013","MH2365","MH2382",46.7809070248871,FALSE,FALSE
"386","2012-2013","MH2466","MH2530",102.382019016397,FALSE,FALSE
"387","2012-2013","MH2362","MH2530",100.968367183426,FALSE,FALSE
"388","2012-2013","MH2364","MH2530",100.143650291187,FALSE,FALSE
"389","2012-2013","MH2447","MH2530",55.9079034874086,FALSE,FALSE
"390","2012-2013","MH2448","MH2530",114.112380983341,FALSE,FALSE
"391","2012-2013","MH2365","MH2530",116.065831286882,FALSE,FALSE
"392","2012-2013","MH2436","MH2530",99.4650775472229,FALSE,FALSE
"393","2012-2013","MH2382","MH2530",98.4955163331199,FALSE,FALSE
"394","2012-2013","MH2497","MH2530",100.366149930814,FALSE,FALSE
