"","s","prob","lower","upper"
"43",0.42,0.556134342754427,0.48034977321867,0.657586972414408
"44",0.43,0.566525798802569,0.490633833433729,0.667657766676528
"45",0.44,0.576802566546656,0.500867574467106,0.677528911090687
"46",0.45,0.586965758126555,0.511051212524713,0.68720388976896
"47",0.46,0.597016476724135,0.52118496304042,0.696686136239947
"48",0.47,0.606955816612236,0.531269040677941,0.705979033948256
"49",0.48,0.616784863203714,0.541303659332715,0.715085916755265
"50",0.49,0.626504693100547,0.551289032133787,0.724010069440951
"51",0.5,0.636116374143001,0.561225371445693,0.73275472820653
"52",0.51,0.645620965458848,0.57111288887034,0.741323081177709
"53",0.52,0.65501951751262,0.5809517952489,0.749718268908344
"54",0.53,0.664313072154914,0.590742300663687,0.757943384884272
"55",0.54,0.673502662671716,0.600484614440049,0.766001476027151
"56",0.55,0.682589313833758,0.610178945148254,0.773895543198095
"57",0.56,0.691574041945886,0.619825500605377,0.781628541700937
"58",0.57,0.700457854896448,0.629424487877193,0.789203381784925
"59",0.58,0.709241752206682,0.63897611328006,0.796622929146703
"60",0.59,0.717926725080113,0.648480582382814,0.803890005431391
"61",0.6,0.726513756451932,0.657938100008657,0.811007388732618
"62",0.61,0.735003821038379,0.667348870237049,0.817977814091352
"63",0.62,0.743397885386097,0.676713096405598,0.824803973993388
"64",0.63,0.751696907921475,0.686030981111951,0.831488518865335
"65",0.64,0.759901838999954,0.695302726215687,0.838034057568986
"66",0.65,0.768013620955309,0.70452853284021,0.844443157893935
"67",0.66,0.776033188148888,0.713708601374636,0.850718347048309
"68",0.67,0.783961467018817,0.722843131475692,0.8568621121475
"69",0.68,0.791799376129142,0.731932322069605,0.862876900700792
"70",0.69,0.79954782621894,0.740976371353993,0.868765121095756
"71",0.7,0.807207720251355,0.749975476799761,0.87452914308032
"72",0.71,0.814779953462585,0.75892983515299,0.880171298242405
"73",0.72,0.822265413410796,0.767839642436833,0.885693880487045
"74",0.73,0.82966498002497,0.776705093953404,0.891099146510876
"75",0.74,0.836979525653676,0.78552638428567,0.896389316273935
"76",0.75,0.844209915113767,0.794303707299348,0.901566573468656
"77",0.76,0.851357005738987,0.803037256144789,0.906633065986011
"78",0.77,0.858421647428497,0.811727223258876,0.911590906378694
"79",0.78,0.865404682695311,0.820373800366913,0.916442172321305
"80",0.79,0.87230694671463,0.828977178484511,0.921188907067434
"81",0.8,0.879129267372088,0.837537547919488,0.925833119903609
"82",0.81,0.885872465311887,0.84605509827375,0.930376786600027
"83",0.82,0.892537353984834,0.854530018445184,0.934821849858026
"84",0.83,0.899124739696262,0.862962496629548,0.939170219754219
"85",0.84,0.905635421653844,0.871352720322357,0.943423774181277
"86",0.85,0.912070192015286,0.879700876320774,0.94758435928527
"87",0.86,0.918429835935908,0.888007150725493,0.951653789899553
"88",0.87,0.924715131616095,0.896271728942627,0.955633849975142
"89",0.88,0.930926850348628,0.904494795685596,0.959526293007534
"90",0.89,0.937065756565882,0.91267653497701,0.96333284245995
"91",0.9,0.943132607886899,0.920817130150553,0.967055192182952
"92",0.91,0.949128155164317,0.928916763852867,0.970695006830413
"93",0.92,0.955053142531174,0.936975618045436,0.974253922271804
"94",0.93,0.960908307447559,0.944993874006465,0.977733546000775
"95",0.94,0.966694380747134,0.952971712332762,0.981135457540004
"96",0.95,0.972412086683495,0.96090931294162,0.984461208842292
"97",0.96,0.978062142976403,0.968806855072692,0.987712324687888
"98",0.97,0.983645260857847,0.976664517289872,0.990890303078017
"99",0.98,0.98916214511797,0.984482477483171,0.993996615624608
"100",0.99,0.994613494150828,0.99226091287059,0.997032707936198
"101",1,1,1,1
