"","sra_accession","sample","run","sra_fastq1","sra_fastq2","fastq1","fastq2"
"13","SRR6121332","MH7564_A","HK_7","MH7564_A.1.1.HK7.fastq.gz","MH7564_A.2.1.HK7.fastq.gz","./data/raw/HK_7/MH7564_A.1.1.fastq","./data/raw/HK_7/MH7564_A.2.1.fastq"
"14","SRR6121330","MH7455_B","HK_7","MH7455_B.1.1.HK7.fastq.gz","MH7455_B.2.1.HK7.fastq.gz","./data/raw/HK_7/MH7455_B.1.1.fastq","./data/raw/HK_7/MH7455_B.2.1.fastq"
"15","SRR6121329","MH7492_B","HK_7","MH7492_B.1.1.HK7.fastq.gz","MH7492_B.2.1.HK7.fastq.gz","./data/raw/HK_7/MH7492_B.1.1.fastq","./data/raw/HK_7/MH7492_B.2.1.fastq"
"16","SRR6121322","MH7565_B","HK_7","MH7565_B.1.1.HK7.fastq.gz","MH7565_B.2.1.HK7.fastq.gz","./data/raw/HK_7/MH7565_B.1.1.fastq","./data/raw/HK_7/MH7565_B.2.1.fastq"
"17","SRR6121321","MH7611_A","HK_7","MH7611_A.1.1.HK7.fastq.gz","MH7611_A.2.1.HK7.fastq.gz","./data/raw/HK_7/MH7611_A.1.1.fastq","./data/raw/HK_7/MH7611_A.2.1.fastq"
"18","SRR6121311","HS1607_A","HK_7","HS1607_A.1.1.HK7.fastq.gz","HS1607_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1607_A.1.1.fastq","./data/raw/HK_7/HS1607_A.2.1.fastq"
"19","SRR6121310","HS1595_B","HK_7","HS1595_B.1.1.HK7.fastq.gz","HS1595_B.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1595_B.1.1.fastq","./data/raw/HK_7/HS1595_B.2.1.fastq"
"20","SRR6121308","HS1579_A","HK_7","HS1579_A.1.1.HK7.fastq.gz","HS1579_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1579_A.1.1.fastq","./data/raw/HK_7/HS1579_A.2.1.fastq"
"21","SRR6121309","HS1596_A","HK_7","HS1596_A.1.1.HK7.fastq.gz","HS1596_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1596_A.1.1.fastq","./data/raw/HK_7/HS1596_A.2.1.fastq"
"22","SRR6121306","HS1573_A","HK_7","HS1573_A.1.1.HK7.fastq.gz","HS1573_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1573_A.1.1.fastq","./data/raw/HK_7/HS1573_A.2.1.fastq"
"23","SRR6121278","HS1487_A","HK_7","HS1487_A.1.1.HK7.fastq.gz","HS1487_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1487_A.1.1.fastq","./data/raw/HK_7/HS1487_A.2.1.fastq"
"24","SRR6121276","HS1484_A","HK_7","HS1484_A.1.1.HK7.fastq.gz","HS1484_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1484_A.1.1.fastq","./data/raw/HK_7/HS1484_A.2.1.fastq"
"25","SRR6121274","HS1507_A","HK_7","HS1507_A.1.1.HK7.fastq.gz","HS1507_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1507_A.1.1.fastq","./data/raw/HK_7/HS1507_A.2.1.fastq"
"26","SRR6121271","HS1505_A","HK_7","HS1505_A.1.1.HK7.fastq.gz","HS1505_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1505_A.1.1.fastq","./data/raw/HK_7/HS1505_A.2.1.fastq"
"27","SRR6121272","HS1500_A","HK_7","HS1500_A.1.1.HK7.fastq.gz","HS1500_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1500_A.1.1.fastq","./data/raw/HK_7/HS1500_A.2.1.fastq"
"28","SRR6121270","HS1510_A","HK_7","HS1510_A.1.1.HK7.fastq.gz","HS1510_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1510_A.1.1.fastq","./data/raw/HK_7/HS1510_A.2.1.fastq"
"29","SRR6121273","HS1509_A","HK_7","HS1509_A.1.1.HK7.fastq.gz","HS1509_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1509_A.1.1.fastq","./data/raw/HK_7/HS1509_A.2.1.fastq"
"30","SRR6121484","MH7796_A","HK_7","MH7796_A.1.1.HK7.fastq.gz","MH7796_A.2.1.HK7.fastq.gz","./data/raw/HK_7/MH7796_A.1.1.fastq","./data/raw/HK_7/MH7796_A.2.1.fastq"
"31","SRR6121244","PC1A","HK_7","PC1A.1.1.HK7.fastq.gz","PC1A.2.1.HK7.fastq.gz","./data/raw/HK_7/PC1A.1.1.fastq","./data/raw/HK_7/PC1A.2.1.fastq"
"32","SRR6121487","HS1536_A","HK_7","HS1536_A.1.1.HK7.fastq.gz","HS1536_A.2.1.HK7.fastq.gz","./data/raw/HK_7/HS1536_A.1.1.fastq","./data/raw/HK_7/HS1536_A.2.1.fastq"
