"","sra_accession","sample","run","sra_fastq1","sra_fastq2","fastq1","fastq2"
"25","SRR6121245","PC1A","HK_8","PC1A.1.1.HK8.fastq.gz","PC1A.2.1.HK8.fastq.gz","./data/raw/HK_8/PC1A.1.1.fastq","./data/raw/HK_8/PC1A.2.1.fastq"
"26","SRR6121241","MH8089_A","HK_8","MH8089_A.1.1.HK8.fastq.gz","MH8089_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH8089_A.1.1.fastq","./data/raw/HK_8/MH8089_A.2.1.fastq"
"27","SRR6121236","MH8052_A","HK_8","MH8052_A.1.1.HK8.fastq.gz","MH8052_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH8052_A.1.1.fastq","./data/raw/HK_8/MH8052_A.2.1.fastq"
"28","SRR6121238","MH8088_A","HK_8","MH8088_A.1.1.HK8.fastq.gz","MH8088_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH8088_A.1.1.fastq","./data/raw/HK_8/MH8088_A.2.1.fastq"
"29","SRR6121237","MH8041_A","HK_8","MH8041_A.1.1.HK8.fastq.gz","MH8041_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH8041_A.1.1.fastq","./data/raw/HK_8/MH8041_A.2.1.fastq"
"30","SRR6121235","MH7953_A","HK_8","MH7953_A.1.1.HK8.fastq.gz","MH7953_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7953_A.1.1.fastq","./data/raw/HK_8/MH7953_A.2.1.fastq"
"31","SRR6121233","MH7905_A","HK_8","MH7905_A.1.1.HK8.fastq.gz","MH7905_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7905_A.1.1.fastq","./data/raw/HK_8/MH7905_A.2.1.fastq"
"32","SRR6121231","MH7893_A","HK_8","MH7893_A.1.1.HK8.fastq.gz","MH7893_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7893_A.1.1.fastq","./data/raw/HK_8/MH7893_A.2.1.fastq"
"33","SRR6121225","MH7891_A","HK_8","MH7891_A.1.1.HK8.fastq.gz","MH7891_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7891_A.1.1.fastq","./data/raw/HK_8/MH7891_A.2.1.fastq"
"34","SRR6121227","MH7885_A","HK_8","MH7885_A.1.1.HK8.fastq.gz","MH7885_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7885_A.1.1.fastq","./data/raw/HK_8/MH7885_A.2.1.fastq"
"35","SRR6121229","MH7886_A","HK_8","MH7886_A.1.1.HK8.fastq.gz","MH7886_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7886_A.1.1.fastq","./data/raw/HK_8/MH7886_A.2.1.fastq"
"36","SRR6121223","MH7890_A","HK_8","MH7890_A.1.1.HK8.fastq.gz","MH7890_A.2.1.HK8.fastq.gz","./data/raw/HK_8/MH7890_A.1.1.fastq","./data/raw/HK_8/MH7890_A.2.1.fastq"
